"model","price","year","mileage"
"Ford: F-450 XL","7,990.00","1999","238,425"
"Ford: Custom V8","33,400.00","1950","3,196"
"BMW: X5 4.8i Sport Utility 4-Door","14,500.00","2007","102,000"
"New listing Ford: F-150 4X4 F-150 F-250 EXTENDED CAB XLT","200.00","1992","160,000"
"New listing Infiniti: G35 Base Sedan 4-Door","5,500.00","2003","161,577"
"Chevrolet: Camaro RS","23,500.00","1967","92,000"
"New listing Dodge: Charger 2 DR HARDTOP","500.00","1973","51,294"
"BMW: M5 4DR SEDAN","27,900.00","2008","76,350"
"Ferrari: 430 2dr Convertible","137,800.00","2007","14,900"
"Chevrolet: Camaro LT","6,600.00","1977","15,000"
"Chevrolet: Spark LS Cargo Hatchback 4-Door","9,500.00","2015","6,000"
"Ford: Mustang Cobra","15,995.00","1997","8,353"
"Other Makes: Karma EcoSport","43,990.00","2012","26,590"
"Ford: Mustang GT","19,000.00","2009","17,220"
"Volkswagen: Jetta GLS Sedan 4-Door","405.00","2000","142,651"
"Toyota: Tacoma Access Cab","27,989.00","2013","43,681"
"Chevrolet: Corvette Z51 Stingray","67,295.00","2016","10"
"Cadillac: Brougham 4 DOOR","550.00","1992","143,614"
"Chevrolet: Corvette 2dr Stingray Coupe w/2LT","1,000.00","2016","0"
"Chevrolet: Camaro 2dr Coupe SS w/2SS","1,000.00","2016","0"
"Chevrolet: Corvette","17,900.00","1975","114,000"
"BMW: X5 3.0i Sport Utility 4-Door","5,000.00","2004","126,087"
"Chevrolet: C-10","1,800.00","1984"," "
"Ford: F-350 Lariat","6,000.00","2000","225,430"
"Ford: Mustang Shelby GT500","38,500.00","2008","10,103"
"Ford: F-150 FX4 CUSTOM KEVLAR,LIFTED,LED'S,NAV,HTD LTH,KICKER SYS!","79,900.00","2016","1,020"
"Ford: Galaxie Base","1,525.00","1964","0"
"Toyota: Highlander Base Sport Utility 4-Door","9,008.00","2009","112,800"
"Mercedes-Benz: 500-Series 560SEC","9,888.00","1988","113,949"
" Chevrolet: Corvette 60th Anniversary 427 Convertible ","22,100.00","2013","15,755"
"Jeep: Wrangler 2dr Sport","12,980.00","1999","70,304"
"Ford: Edge SEL Sport Utility 4-Door","9,025.00","2007","99,185"
"New listing Chevrolet: Corvette","19,995.00","1979","32,431"
"Ford: Mustang GT","13,500.00","1966","96,783"
"Chevrolet: Corvette Sting Ray Convertible","99,000.00","1966","50,114"
"BMW: X5","1,225.00","2001","133,000"
"Dodge: Roadster 2-Door Convertible with Rumble Seat","29,988.00","1927","55,653"
"New listing Mercedes-Benz: 300-Series Base Sedan 4-Door","2,500.00","1983","238,708"
"Buick: LeSabre Custom Sedan 4-Door","1,702.00","2004","127,000"
"Chevrolet: Tahoe Z-71 4X4","8,168.00","2005","102,191"
"Chevrolet: Camaro 580HP Z71","41,995.00","2013","20,915"
"Mercedes-Benz: AMG GT Mercedes-AMG GT S 2dr Coupe","132,900.00","2016","39"
"Ford: F-250 Lariat","17,440.00","2006","178,676"
"Ford: F-350 KING RANCH","13,700.00","2004","100,500"
"Toyota: MR2 2dr Convertible Automatic","11,200.00","2003","13,672"
"BMW: 5-Series 550i xDrive","85,720.00","2016","0"
"Chevrolet: S-10 Flt/wideside","10,900.00","1988","166,400"
"New listing  Cadillac: Eldorado 2 door cadi ","1,275.00","1978","52,000"
"New listing Porsche: 911 2dr Coupe GT3","168,550.00","2015","6,949"
"Ford: Other Pickups","54,900.00","1952","0"
" Ford: F-150 SVT RAPTOR SUPERCAB 4X4 SUNROOF NAV ","17,100.00","2010","83,644"
"Chevrolet: Malibu 4dr Sedan Premier w/2LZ","36,850.00","2016","0"
" Ford: Mustang 1968 California Special Mustang ","24,995.00","1968","30,325"
"Dodge: Other Pickups NO RESERVE!","8,099.99","1964","110,400"
"Honda: Civic EX Sedan 4-Door","730.00","2003","164,874"
"New listing Ford: Model A","1,000.00","1930","70,000"
"New listing Ford: Focus 4dr Sedan SEL","9,992.00","2010","70,615"
"Mercedes-Benz: E-Class 2dr Coupe E550 RWD","48,982.00","2014","10,516"
"Infiniti: FX Base Sport Utility 4-Door","3,850.00","2003","88,000"
"Toyota: FJ Cruiser Base Sport Utility 4-Door","30,000.00","2013","38,651"
"Chevrolet: Camaro SS","47,272.00","2016","0"
"Lexus: NX200T Base Sport Utility 4-Door","33,800.00","2015","3,851"
"Chevrolet: Impala Police 9C1","4,800.00","2006","41,269"
"Ford: F-350 LARIAT","1,000.00","2015","15,100"
"Ford: Mustang V6 Premium","540.00","2012","31,558"
"Chevrolet: C-10","2,000.00","1969","1,000"
"Nash: Metropolitan 2 Door Coupe","13,500.00","1958","24,701"
"Ford: F-150 SVT Raptor 4x4","54,900.00","2014","19,264"
"Chevrolet: Camaro SS","47,272.00","2016","0"
"Ford: F-350 LARIAT","1,000.00","2015","15,100"
"Chevrolet: C-10","2,000.00","1969","1,000"
"Nash: Metropolitan 2 Door Coupe","13,500.00","1958","24,701"
"Ford: F-150 SVT Raptor 4x4","54,900.00","2014","19,264"
"New listing Chevrolet: Camaro RS","1,000.00","1992","178,000"
"New listing  Chevrolet: Bel Air/150/210 ","119,900.00","1957","46,552"
"Jeep: Wrangler Sport Utility 2-Door","23,500.00","2014","17,000"
"Ford: F-250 LIFTED King Ranch 4x4 V8 Diesel Crew Cab Truck","66,185.00","2012","21,531"
"Chevrolet: Corvette 3LT","74,570.00","2016","4"
"BMW: 3-Series 328i","52,770.00","2016","0"
"Mercedes-Benz: GL-Class Base Sport Utility 4-Door","26,990.00","2008","42,000"
"Chevrolet: Other Pickups","16,995.00","1954","50,000"
"New listing Plymouth: Other Special Deluxe, One Owner California Car","999.00","1949","1,217"
"Chevrolet: Camaro Z28","6,150.00","1978","147,000"
"Toyota: Tacoma SR5","26,000.00","2013","44,955"
"New listing Land Rover: Defender Base Sport Utility 2-Door","57,888.00","1997","110,748"
"Saturn: Ion 4 Door Sedan","200.00","2004","99,999"
"Chevrolet: Corvette Z16 GRAND SPORT LT4","37,995.00","2011","68,472"
"Dodge: Ram 2500 SLT Crew Cab Pickup 4-Door","14,700.00","2010","37,253"
"Ford: F-250 ONE OWNER SUPER CLEAN","24,980.00","2008","25,899"
"Subaru: Impreza 2.5i Sedan 4-Door","5,000.00","2006","38,797"
"Dodge: Other Pickups regular cab","3,990.00","1966","111,111"
"Ford: Mustang GT 50 Years Limited Edition","50,999.00","2015","875"
"Cadillac: DeVille 4dr Sedan","9,999.00","1990","24,000"
"Dodge: Viper 2dr Coupe GTS","83,456.00","2013","2,675"
"Chevrolet: Bel Air/150/210 Base Hardtop 2-Door","36,500.00","1958","10,200"
"Ford: F-250 XL","21,690.00","2008","57,152"
"New listing Mercedes-Benz: 300-Series Base Sedan 4-Door","2,500.00","1983","238,708"
"Ford: Other Street Rod","7,000.00","1927","99,999"
"Chevrolet: Corvette Z51 Stingray","68,949.00","2016","10"
"Ford: Bronco 4x4","20,200.00","1971","20,888"
"Ford: F-100","2,225.00","1964","48,000"
"Ford: Mustang Cobra","40,000.00","2000","1,025"
"Chevrolet: Camaro Z28 Tribute","25,888.00","1971","1,200"
"Ford: F-250 Lariat Crew Cab 4x4 Fx4","57,453.00","2016","4"
"Ferrari: 458 Base Coupe 2-Door","199,900.00","2011","3,853"
"New listing Chevrolet: C-10 Pickup","17,999.00","1970","26,646"
"Mercedes-Benz: SLS AMG 2dr Coupe SLS AMG Black Series","350,000.00","2014","7,812"
"Chevrolet: Camaro ZL1","46,995.00","2013","2,406"
"Chevrolet: Corvette Re-Creation","95,950.00","2001","31,144"
" Chevrolet: Camaro SS, Camaro, Corvette, Firebird, 6-Spd, LS1, Other ","14,000.00","1999","10,570"
"Ford: Mustang BOSS 302","88,990.00","1970","80,585"
"BMW: 4 Series 428i Gran Coupe","51,844.00","2016","0"
"Ford: Escape XLT AWD 4WD","1,025.00","2005","147,873"
" Subaru: STI PERFORMANCE Limited Sedan 4-Door ","42,800.00","2015","7,790"
"Chevrolet: Corvette","7,000.00","1991","77,000"
"Ford: Mustang","24,900.00","1990","11,143"
"Porsche: 911 Coupe","35,000.00","1972","79,957"
"Chevrolet: Malibu 4dr Sedan Premier w/2LZ","36,850.00","2016","0"
"Ferrari: 458 2dr Convertible","249,000.00","2013","9,851"
"New listing BMW: 5-Series 535i","5,000.00","2011","58,881"
"New listing Dodge: Other Pickups Ram D250","7,500.00","1985","73,000"
"Mercedes-Benz: E-Class 2dr Coupe E550 RWD","48,982.00","2014","10,516"
"New listing  Porsche: 911 GT3 RS ","319,900.00","2015","103"
"Willys: 2 Door Coupe","55,000.00","1941","1,800"
"BMW: 7-Series 760i","21,000.00","2005","71,200"
"Chevrolet: Impala Police 9C1","4,800.00","2006","41,269"
"New listing Ford: Mustang GT500","139,900.00","1968","90,114"
"Ford: Mustang","46,500.00","2015","12"
"Ford: Other","24,100.00","1932","9,000"
"New listing Chevrolet: Chevelle SS","10,000.00","1966","51,402"
"New listing  Toyota: 4Runner 4dr SR5 3.4L ","3,950.00","1998","115,434"
"Ford: Coupe Coupe","36,500.00","1934","0"
"Ferrari: 458 2dr Coupe","220,000.00","2014","16,499"
" Dodge: Charger SRT 392 Sedan 4-Door ","53,585.00","2016","10"
"Rolls-Royce: Phantom Drophead Coupe Convertible 2-Door","368,900.00","2013","2,920"
"Ford: F-100 Short Bed","20,101.00","1965","0"
" Aston Martin: Vantage Base Convertible 2-Door ","58,500.00","2008","24,636"
"New listing Mazda: MX-3 Base Coupe 2-Door","3,900.00","1993","198,000"
" Chevrolet: Corvette 1LT Z51 ","60,752.20","2016","7"
"Chevrolet: Chevelle","28,900.00","1971","82,301"
"New listing  Ford: F-150 LARIAT SUPERCAB 4X4 5.0 HTD LEATHER ","1.00","2013","21,774"
"Chevrolet: Camaro","25,000.00","1967","0"
"New listing Chevrolet: Corvette L98 C4 67888 MILES FLORIDACLEAN CARFAX NO RESERVE!","2,050.00","1990","67,888"
"Ford: maverick","4,000.00","1971","99,000"
"Jaguar: XJ Base Sedan 4-Door","59,800.00","2015","1,603"
"New listing Lexus: ES Base Sedan 4-Door","1,000.00","2004","80,781"
"BMW: 3-Series 328i","49,870.00","2016","0"
"Infiniti: QX56 Base Sport Utility 4-Door","14,995.00","2006","112,469"
"BMW: X4 xDrive28i","56,270.00","2016","0"
"Chevrolet: C-10","5,200.00","1970","0"
"Mercedes-Benz: SLS AMG Mercedes-AMG GT S 2dr Coupe","135,000.00","2016","6,711"
"New listing Chevrolet: Blazer","3,050.00","1990","96,000"
"Porsche: 911 GT3","155,900.00","2015","4,453"
"Ford: F-150 STX","36,991.00","2014","9,697"
"Chevrolet: Corvette 2LT","500.00","2016","0"
"Ford: Mustang","2,469.00","1966","12,000"
"New listing Mercedes-Benz: CL-Class 2dr Coupe","36,900.00","2006","46,344"
"New listing Volkswagen: Touareg TDI Sport Utility 4-Door","20,900.00","2010","90,400"
"Chevrolet: Camaro Z 28","3,000.00","1982","64,000"
"Toyota: Land Cruiser Base Sport Utility 4-Door","15,950.00","1994","120,145"
"Porsche: 911 Carrera 4S","42,100.00","1997","60,113"
"Pontiac: Firebird 350 Base Hardtop 2 door","16,000.00","1969","155,000"
"Ford: Other basic","10,400.00","1952"," "
"Cadillac: Other 4 DR","361.00","2000","134,513"
"Chevrolet: Camaro Pace Car","39,633.00","1967","3,609"
"Chevrolet: Corvette 1LT","62,792.00","2016","4"
"Chevrolet: Camaro Iroc","6,000.00","1988","110,000"
"Ford: Bronco Eddie Bauer","4,050.00","1989","121,982"
"Ford: Mustang Chrome bumpers","3,499.00","1969","657,257"
" Chevrolet: Corvette 1LT ","60,363.65","2016","2"
"Porsche: Boxster Roadster Convertible 2-Door","15,970.00","2000","35,701"
"Lamborghini: Gallardo Base Coupe 2-Door","108,888.00","2006","7,500"
"Chevrolet: Camaro SS","5,400.00","2000","26,708"
"Chevrolet: Corvette Stingray","40,100.00","2016","3"
"Ford: F-250 Lariat Crew Cab 4x4 Fx4","56,811.00","2016","3"
"Chevrolet: Corvette stingray","15,000.00","1969","6,000"
"Ford: Mustang Coup Premium","10,500.00","2006","44,651"
"Chevrolet: C-10","1,025.00","1972","122,000"
"Aston Martin: Vanquish 2dr Coupe","175,000.00","2014","8,302"
"New listing Chevrolet: Corvette Z06","28,500.00","2001","12,942"
"Bentley: Continental GT 2dr Coupe","283,259.00","2015","818"
"Chevrolet: Caprice 9c1","3,050.00","1996","98,500"
" Lexus: IS C Convertible 2-Door ","23,500.00","2011","58,183"
"New listing Chevrolet: Corvette Convertible Z16 Grand Sport w/4LT","43,900.00","2011","15,679"
"Toyota: 4Runner SR5 Sport Utility 4-Door","6,000.00","1995","179,709"
"New listing Chevrolet: Camaro R/S","20,100.00","1969"," "
"Chevrolet: Camaro RS/Z28","15,300.00","1971","2,000"
"Chevrolet: Corvette","24,888.00","2003","29,549"
"Chevrolet: Chevelle SS","25,119.66","1966","27,041"
"Ford: Mustang","60,822.00","2015","10"
"Toyota: Tacoma 4-Dr TRD Off Road Package","29,900.00","2014","16,030"
"Chevrolet: El Camino Conquista","5,700.00","1985","82,000"
"BMW: 5-Series 528i","53,795.00","2016","0"
"Chevrolet: Other Pickups C4500 HAULER DIESEL LLY","32,950.00","2004","133,912"
"Toyota: Solara 2dr Convertible SE V6 Automatic","10,995.00","2004","71,057"
"Chevrolet: Corvette 2dr Stingray Z51 Coupe w/2LT","1,000.00","2016","0"
"New listing BMW: 5-Series 535i","5,000.00","2011","38,716"
"New listing Chevrolet: Corvette","98,900.00","1963","22,220"
"New listing Ford: Other woodie","59,000.00","1950","586"
"Nissan: Armada LE 4-Door","10,000.00","2006","114,000"
"Lexus: RX Base Sport Utility 4-Door","16,995.00","2007","58,643"
" Chevrolet: Corvette Collector Edition ","7,975.00","1996","138,548"
"Cadillac: Other Base","15,001.00","1959","54,811"
"New listing  Chevrolet: Corvette 3LZ Z06 Z07 ","34,315.00","2016","5"
"Porsche: 911 Carrera Convertible 2-Door","60,000.00","2013","26,292"
"Chevrolet: C/K Pickup 2500 Camper Special","6,200.00","1977","45,945"
"Hyundai: Sonata 4dr Sdn Manu","200.00","2001","173,430"
"Chevrolet: Corvette 3LT","71,425.00","2016","4"
"Chevrolet: Corvette Z51 Stingray","59,738.00","2016","10"
"Chevrolet: Chevelle SS","8,134.00","1972","0"
"Ford: F-250 Crew Cab Long Bed XLT","22,995.00","2001","122,000"
"Chevrolet: Corvette Tan","22,600.00","1954","54,613"
" Buick: Lacrosse Base Sedan 4-Door ","19,500.00","2013","4,169"
"Ford: Other Cabriolet","32,877.77","1937","50"
"Mercedes-Benz: M-Class Base Sport Utility 4-Door","510.00","2003","90,951"
"Audi: S8 4DR SEDAN","23,900.00","2007","96,191"
"Chevrolet: Corvette Stingray","24,999.00","1973","110,610"
"New listing  Plymouth: Other ","42,900.00","1963","16,852"
"Chevrolet: Corvette Stingray","49,995.00","1964","34,343"
"Infiniti: FX 4dr AWD","5,000.00","2006","85,809"
"Chevrolet: C-10 Turquoise / White","17,500.00","1972","78,170"
"Chevrolet: Other","8,000.00","1943","5,980"
"Toyota: FJ Cruiser Base Sport Utility 4-Door","31,986.00","2011","31,200"
"Ferrari: California Base Convertible 2-Door","139,900.00","2012","15,356"
"Chevrolet: Corvette 3LT","1,025.00","2015","9,185"
"Chevrolet: Corvette","10,700.00","2003","39,000"
"Ford: F-100 styleside","1,825.00","1963","0"
"New listing Porsche: 911 Carrera 4S Coupe","56,900.00","2013","12,370"
"BMW: M Roadster & Coupe M Roadster Convertible 2-Door","17,995.00","2000","55,600"
"New listing  Ford: F-350 LE ","2,000.00","2000","205,000"
"Chevrolet: Corvette","12,500.00","1977","172,000"
"Dodge: Nitro Detonator Sport Utility 4-Door","9,900.00","2011","57,000"
"Toyota: Tacoma TRD Sport LEVELING KIT Fuel Wheels NAV","41,991.00","2016","268"
"Mercedes-Benz: C-Class 4DR SEDAN","46,900.00","2016","342"
"New listing Mercedes-Benz: Other SLK55 AMG","22,500.00","2009","69,773"
"Porsche: 911 2dr Coupe Carrera","66,800.00","2013","9,946"
"BMW: 3-Series 320i","36,305.00","2016","0"
"Ford: F-350 Cab Chassis","42,995.00","2015","82"
"New listing Chevrolet: Camaro 1SS Certified","23,500.00","2010","5,857"
"BMW: 3-Series 320i","35,095.00","2016","0"
"Cadillac: DeVille Base Limousine 4-Door","3,051.00","2004","115,511"
"Ford: Mustang","119,900.00","1969","166"
"BMW: 3-Series 328i","40,820.00","2016","0"
"Chevrolet: Camaro LT","19,499.00","2016","27"
"New listing  Toyota: Tacoma PRERUNNER DBL CAB AUTO REAR CAM ","28,980.00","2014","8,341"
"Ford: woody woody station wagon 1949 350 fast","32,000.00","1949","0"
"Mercedes-Benz: E-Class Base Sedan 4-Door","7,995.00","2001","109,000"
"Chevrolet: Corvette Z06","87,775.00","2016","0"
"Chevrolet: Corvette Lingenfelter Roadster","1,000.00","2005","5,000"
"New listing BMW: 3-Series Base Sedan 4-Door","100.00","2002","229,750"
"Chevrolet: Corvette Z51 Cpe 2LT","67,845.00","2016","10"
"Ford: Escape Sport Utility 4-Door Hybrid","9,999.99","2009","90,708"
"Chevrolet: Tahoe 2WD 4dr LT","61,695.00","2016","0"
"Ford: Mustang","10,000.00","1971","65,018"
"Lexus: GS Base Sedan 4-Door","36,984.00","2014","18,912"
"Chevrolet: Corvette STINGRAY","38,601.00","1966","76,682"
"Chevrolet: Camaro","7,000.00","1987","73,347"
"Ford: Mustang","17,800.00","1967","0"
"Porsche: Cayenne Base Sport Utility 4-Door","25,900.00","2009","40,650"
"New listing Mitsubishi: 3000GT SL Coupe 2-Door","5,100.00","1999","153,500"
"Ford: F-100","11,211.00","1954","774"
"Toyota: Land Cruiser Base Sport Utility 4-Door","15,950.00","1994","129,472"
"Chevrolet: Tahoe LS 2WD","2,500.00","2006","124,101"
" Toyota: 4Runner SR5 Sport Utility 4-Door ","7,101.00","2002","122,036"
"BMW: M3 E30","30,000.00","1988","172,565"
"Chevrolet: Corvette 3LT Z51 VERT","57,989.00","2014","23,338"
"New listing Chevrolet: Camaro Z28,Camaro,SS","200.00","2002","37,682"
"Chevrolet: Corvette Indianapolis 500 Pace Car Convertible 2-Door","10,300.00","1986","105,000"
"Chevrolet: Corvette Indianapolis 500 Pace Car Convertible 2-Door","10,300.00","1986","105,000"
"Chevrolet: C/K Pickup 3500","1,250.00","1998","77,000"
"Chevrolet: Corvette","30,100.00","1964","410,000"
"Dodge: Intrepid ES Sedan 4-Door","300.00","1997","143,156"
"BMW: Z4 Sports Package / Premium Package","7,995.00","2003","129,997"
"Volkswagen: Other TDI 4-door Hatchback","4,100.00","2001","214,200"
"Chevrolet: Silverado 1500 2LT","47,833.25","2016","91"
"Ford: Edge 4dr Limited AWD","21,995.00","2013","37,539"
"Ford: Model A Base","14,500.00","1929","9,999"
"Lamborghini: Murcielago LP640 Convertible 2-Door","199,999.00","2008","9,568"
"Chevrolet: Corvette 2LT","72,255.00","2016","0"
"Chevrolet: Corvette","49,980.00","1965","92,941"
"Chevrolet: Chevelle SS 396","19,300.00","1967","95,469"
" Ford: F-250 LARIAT CREW CAB DIESEL LEATHER NAV ","47,980.00","2016","6,287"
"Porsche: 911 GT3","169,999.00","2015","5,350"
"BMW: 3-Series 328i","27,995.00","2013","35,532"
"Chevrolet: Corvette","15,100.00","1970","11,093"
"Ford: F-550 XL","12,990.00","2006","114,492"
"Chevrolet: Caprice Classic LS Brougham Sedan 4-Door","10,000.00","1988","94,500"
"New listing Chevrolet: Suburban 4DR","2,850.00","1998","208,000"
"Chevrolet: Tahoe 2WD 4dr LTZ","66,370.00","2016","0"
"Chevrolet: Other StyleMaster","8,000.00","1946","47,000"
"Mercedes-Benz: C-Class 4dr Sedan AMG C63 S RWD","79,465.00","2015","0"
"Chevrolet: Corvette Z06 Convertibl","102,998.00","2016","10"
"Other Makes: SUPER CONVERTIBLE 2 Dr.","23,000.00","1950","23,000"
"Ford: Bronco 4x4","12,500.00","1966","99,021"
" Ford: F-150 ","23,512.50","2012","51,586"
"Mercedes-Benz: CLS-Class Base Sedan 4-Door","20,495.00","2008","71,599"
"Mercedes-Benz: E-Class CABRIOLET/CONVERTIBLE","13,500.00","1993","79,000"
"BMW: 3-Series 340i","54,795.00","2016","0"
"Ford: F-350 LARIAT","9,100.00","2000","245,000"
"New listing Chevrolet: C-10 C - 10","5,000.00","1966","60,000"
"Chevrolet: C-10","910.00","1986","42,000"
"New listing Saturn: Vue Base Sport Utility 4-Door","200.00","2003","121,020"
"Chrysler: 300 C SRT8 Sedan 4-Door","14,950.00","2006","107,000"
"Toyota: MR2 T tops","8,000.00","1992","15,000"
"New listing Dodge: Other NO RESERVE!","2,250.00","1990","127,877"
"Chevrolet: Corvette 1 of 1072","21,900.00","2002","50,100"
"Ford: E-Series Van Custom","50,000.00","2004","48,600"
"BMW: 2002 Nice 4 speed California Driver","8,950.00","1976","75,161"
"Chevrolet: Camaro Z28","39,900.00","1972","0"
"Chevrolet: Camaro Protouring restomod ls1 4l60e vintage a/c and heat big brakes","25,300.00","1968","1,000"
"New listing Chevrolet: Equinox AWD 4dr LS","25,650.00","2016","12"
"BMW: 3-Series 328i","29,995.00","2013","27,220"
"Chevrolet: Corvette","15,000.00","1994","29,000"
"New listing Jeep: Comanche X Standard Cab Pickup 2-Door","2,000.00","1986","77,662"
"Chrysler: Sebring LXi Coupe 2-Door","2,200.00","2002","126,000"
"Ford: Mustang","4,050.00","1966","98,983"
"Rolls-Royce: Wraith 2dr Coupe","315,500.00","2015","2,850"
"Ford: Other","2,550.00","1936","20,000"
"Mercedes-Benz: S-Class S340","6,000.00","2001","130,000"
" Cadillac: Escalade Platinum Sport Utility 4-Door ","74,500.00","2015","8,300"
"Ford: F-250 Lariat FX4 Ext Cab Leather Black on Black","12,990.00","2003","141,204"
"Ford: Mustang","45,100.00","2016","10"
"Mercedes-Benz: E-Class 4dr Wgn E350","36,985.00","2012","53,038"
"Chevrolet: C-10","2,799.00","1969","999"
" Chevrolet: Camaro SLP ","19,995.00","2002","10,958"
"Chevrolet: C/K Pickup 1500 silverado","6,650.00","1998","114,000"
"Chevrolet: Sedan Delivery Custom","37,500.00","1958","99,999"
"BMW: 6-Series 640i Gran Coupe RWD","89,745.00","2016","0"
"Mercedes-Benz: 600-Series 600SEC","17,888.00","1993","45,376"
"Jaguar: XJ Base Sedan 4-Door","37,600.00","2014","675"
"Chevrolet: Corvette Stingray","15,100.00","1965","93,499"
"Chevrolet: Malibu 4dr Sedan LT w/2LT","29,495.00","2016","0"
"Ford: Mustang Shelby","34,900.00","1968","96,800"
